respondent_id,date,region,age_group,gender,education,device,Q1: Best programming language for beginners?,Q2: Preferred work mode?,Q3: Most important skill in 2024?,Q4: Preferred learning platform?,Q5: Job satisfaction level?
R0484,2024-04-30,West,45-54,Female,High School,Mobile,Python,Remote,Cloud Computing,YouTube,Satisfied
R0485,2024-05-01,Central,55+,Male,High School,Mobile,Python,On-site,AI/ML,LinkedIn Learning,Very Satisfied
R0486,2024-05-01,Central,25-34,Female,Bachelor,Desktop,Python,Remote,Data Analytics,Others,Dissatisfied
R0487,2024-05-01,West,45-54,Male,Bachelor,Mobile,JavaScript,Remote,AI/ML,Udemy,Neutral
R0488,2024-05-01,South,18-24,Male,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,Coursera,Dissatisfied
R0489,2024-05-02,North,25-34,Female,High School,Mobile,C++,Remote,Cybersecurity,YouTube,Neutral
R0490,2024-05-02,South,18-24,Female,Bachelor,Mobile,Python,Remote,AI/ML,YouTube,Dissatisfied
R0491,2024-05-02,North,35-44,Male,Bachelor,Tablet,Python,On-site,AI/ML,Udemy,Satisfied
R0492,2024-05-02,Central,35-44,Female,High School,Mobile,C++,Remote,Cloud Computing,Udemy,Satisfied
R0493,2024-05-03,Central,45-54,Female,PhD,Mobile,Python,Hybrid,AI/ML,Udemy,Dissatisfied
R0494,2024-05-03,East,25-34,Prefer not to say,Bachelor,Mobile,Python,On-site,Cloud Computing,LinkedIn Learning,Neutral
R0495,2024-05-03,South,25-34,Female,Bachelor,Desktop,Others,Hybrid,Cybersecurity,LinkedIn Learning,Dissatisfied
R0496,2024-05-03,South,18-24,Male,Master,Mobile,Java,Remote,Cybersecurity,YouTube,Neutral
R0497,2024-05-04,East,25-34,Male,Master,Mobile,Python,On-site,Cybersecurity,Others,Satisfied
R0498,2024-05-04,East,55+,Female,Master,Mobile,Python,Remote,AI/ML,YouTube,Very Satisfied
R0499,2024-05-04,Central,25-34,Female,Master,Desktop,Python,Hybrid,Cybersecurity,Udemy,Neutral
R0500,2024-05-04,Central,35-44,Male,Master,Mobile,C++,Remote,AI/ML,LinkedIn Learning,Neutral
R0501,2024-05-05,South,25-34,Female,Bachelor,Desktop,Python,Hybrid,Data Analytics,YouTube,Satisfied
R0502,2024-05-05,North,45-54,Female,Master,Mobile,Python,Remote,AI/ML,Udemy,Dissatisfied
R0503,2024-05-05,West,25-34,Non-binary,Master,Tablet,JavaScript,Remote,AI/ML,Udemy,Very Satisfied
R0504,2024-05-05,South,35-44,Female,Master,Mobile,Python,Hybrid,Blockchain,Udemy,Dissatisfied
R0505,2024-05-06,West,35-44,Male,Master,Desktop,JavaScript,Hybrid,Cloud Computing,Coursera,Satisfied
R0506,2024-05-06,North,45-54,Male,High School,Mobile,JavaScript,Hybrid,AI/ML,Udemy,Satisfied
R0507,2024-05-06,Central,55+,Female,Bachelor,Desktop,Python,Hybrid,AI/ML,Others,Very Satisfied
R0508,2024-05-06,East,45-54,Female,High School,Tablet,JavaScript,Hybrid,AI/ML,Coursera,Satisfied
R0509,2024-05-07,North,18-24,Female,Bachelor,Mobile,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R0510,2024-05-07,North,18-24,Female,High School,Mobile,Python,On-site,AI/ML,Coursera,Very Satisfied
R0511,2024-05-07,East,35-44,Female,Bachelor,Mobile,Python,Remote,AI/ML,LinkedIn Learning,Very Dissatisfied
R0512,2024-05-07,Central,45-54,Female,Master,Mobile,JavaScript,Hybrid,Cloud Computing,Udemy,Satisfied
R0513,2024-05-08,South,55+,Male,Bachelor,Tablet,JavaScript,Hybrid,AI/ML,Coursera,Dissatisfied
R0514,2024-05-08,East,35-44,Male,High School,Tablet,Python,Hybrid,AI/ML,Udemy,Dissatisfied
R0515,2024-05-08,East,18-24,Female,Master,Mobile,C++,Hybrid,Data Analytics,Udemy,Very Satisfied
R0516,2024-05-08,South,25-34,Female,Master,Desktop,Python,Remote,Cybersecurity,Coursera,Satisfied
R0517,2024-05-09,West,18-24,Male,Bachelor,Mobile,Others,Remote,AI/ML,YouTube,Neutral
R0518,2024-05-09,East,35-44,Male,High School,Mobile,Java,On-site,AI/ML,Coursera,Dissatisfied
R0519,2024-05-09,South,45-54,Male,PhD,Desktop,Others,Hybrid,Cloud Computing,Others,Satisfied
R0520,2024-05-09,South,45-54,Female,PhD,Mobile,Java,Hybrid,AI/ML,Coursera,Satisfied
R0521,2024-05-10,South,55+,Female,Master,Tablet,Python,On-site,Cloud Computing,LinkedIn Learning,Very Satisfied
R0522,2024-05-10,Central,25-34,Male,Master,Mobile,JavaScript,Hybrid,Cybersecurity,YouTube,Very Satisfied
R0523,2024-05-10,South,25-34,Male,Bachelor,Mobile,Python,Hybrid,Data Analytics,YouTube,Neutral
R0524,2024-05-10,West,25-34,Female,Bachelor,Mobile,Python,Hybrid,Cybersecurity,YouTube,Satisfied
R0525,2024-05-11,Central,25-34,Female,PhD,Desktop,JavaScript,On-site,Data Analytics,Coursera,Satisfied
R0526,2024-05-11,South,55+,Female,High School,Desktop,JavaScript,Remote,Cloud Computing,Coursera,Dissatisfied
R0527,2024-05-11,North,45-54,Female,High School,Tablet,Python,Remote,Cloud Computing,LinkedIn Learning,Satisfied
R0528,2024-05-11,North,18-24,Male,Master,Mobile,Python,Remote,AI/ML,Others,Satisfied
R0529,2024-05-12,Central,35-44,Male,PhD,Mobile,Java,On-site,AI/ML,YouTube,Neutral
R0530,2024-05-12,South,18-24,Male,High School,Desktop,Python,Hybrid,Cybersecurity,Coursera,Very Satisfied
R0531,2024-05-12,West,18-24,Female,PhD,Mobile,JavaScript,Hybrid,Cloud Computing,LinkedIn Learning,Dissatisfied
R0532,2024-05-12,South,35-44,Non-binary,PhD,Mobile,JavaScript,Remote,Blockchain,YouTube,Neutral
R0533,2024-05-13,South,25-34,Male,PhD,Mobile,JavaScript,Remote,AI/ML,Coursera,Satisfied
R0534,2024-05-13,South,25-34,Male,Bachelor,Tablet,Others,Remote,Cloud Computing,Others,Very Satisfied
R0535,2024-05-13,West,55+,Male,High School,Tablet,JavaScript,Remote,AI/ML,Coursera,Neutral
R0536,2024-05-13,West,55+,Male,Bachelor,Mobile,Python,Remote,Blockchain,LinkedIn Learning,Satisfied
R0537,2024-05-14,West,25-34,Female,Master,Mobile,Others,Hybrid,Cloud Computing,LinkedIn Learning,Very Satisfied
R0538,2024-05-14,South,25-34,Male,Master,Mobile,Java,Hybrid,AI/ML,LinkedIn Learning,Satisfied
R0539,2024-05-14,South,35-44,Male,High School,Desktop,JavaScript,Hybrid,Blockchain,Udemy,Dissatisfied
R0540,2024-05-14,North,35-44,Female,Bachelor,Desktop,Python,Remote,Cloud Computing,Coursera,Dissatisfied
R0541,2024-05-15,South,55+,Non-binary,Bachelor,Mobile,C++,On-site,Cloud Computing,Coursera,Satisfied
R0542,2024-05-15,West,25-34,Female,High School,Mobile,Python,Remote,AI/ML,Coursera,Satisfied
R0543,2024-05-15,North,25-34,Prefer not to say,Bachelor,Mobile,JavaScript,On-site,AI/ML,Udemy,Neutral
R0544,2024-05-15,West,18-24,Female,High School,Desktop,Java,Remote,Data Analytics,YouTube,Dissatisfied
R0545,2024-05-16,East,25-34,Male,PhD,Mobile,Python,Remote,Cybersecurity,Udemy,Very Satisfied
R0546,2024-05-16,South,25-34,Male,Bachelor,Desktop,Python,Remote,Cloud Computing,Others,Very Dissatisfied
R0547,2024-05-16,West,25-34,Male,Bachelor,Mobile,JavaScript,Hybrid,Data Analytics,LinkedIn Learning,Satisfied
R0548,2024-05-16,West,25-34,Male,Master,Mobile,Python,Remote,Cybersecurity,LinkedIn Learning,Satisfied
R0549,2024-05-17,West,25-34,Male,Master,Desktop,Others,Remote,Cybersecurity,Udemy,Dissatisfied
R0550,2024-05-17,North,45-54,Female,Bachelor,Mobile,Python,Hybrid,Data Analytics,Udemy,Neutral
R0551,2024-05-17,East,18-24,Male,Bachelor,Mobile,Python,Hybrid,AI/ML,YouTube,Satisfied
R0552,2024-05-17,North,55+,Female,Master,Mobile,Java,On-site,Cybersecurity,YouTube,Neutral
R0553,2024-05-18,Central,35-44,Female,Bachelor,Mobile,Python,Hybrid,AI/ML,Coursera,Satisfied
R0554,2024-05-18,East,18-24,Female,Master,Mobile,Python,Remote,Data Analytics,Coursera,Satisfied
R0555,2024-05-18,North,35-44,Female,Master,Desktop,Python,Remote,AI/ML,YouTube,Very Satisfied
R0556,2024-05-18,South,25-34,Non-binary,Master,Desktop,Java,Remote,Cybersecurity,YouTube,Neutral
R0557,2024-05-19,South,55+,Male,Bachelor,Tablet,Python,Hybrid,Cybersecurity,LinkedIn Learning,Very Dissatisfied
R0558,2024-05-19,Central,18-24,Female,Master,Desktop,Python,Hybrid,Blockchain,Others,Satisfied
R0559,2024-05-19,North,25-34,Female,Master,Mobile,Python,Hybrid,Cloud Computing,Others,Neutral
R0560,2024-05-19,South,35-44,Male,PhD,Mobile,JavaScript,Remote,Cybersecurity,Udemy,Neutral
R0561,2024-05-20,South,25-34,Male,Master,Mobile,JavaScript,On-site,Data Analytics,Coursera,Satisfied
R0562,2024-05-20,North,35-44,Female,Bachelor,Mobile,Java,On-site,AI/ML,Udemy,Very Satisfied
R0563,2024-05-20,North,55+,Female,Master,Mobile,Java,Hybrid,AI/ML,Udemy,Very Satisfied
R0564,2024-05-20,West,35-44,Male,High School,Mobile,Python,Hybrid,Data Analytics,YouTube,Very Satisfied
R0565,2024-05-21,East,45-54,Male,Bachelor,Desktop,Python,Remote,Cybersecurity,Udemy,Neutral
R0566,2024-05-21,West,35-44,Male,Bachelor,Mobile,Python,Hybrid,Data Analytics,Others,Neutral
R0567,2024-05-21,North,18-24,Female,Bachelor,Desktop,Java,Hybrid,Data Analytics,YouTube,Neutral
R0568,2024-05-21,Central,25-34,Female,Bachelor,Tablet,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R0569,2024-05-22,South,35-44,Female,Bachelor,Mobile,Java,Hybrid,Data Analytics,YouTube,Neutral
R0570,2024-05-22,South,18-24,Female,Bachelor,Desktop,Python,Hybrid,Cloud Computing,Others,Satisfied
R0571,2024-05-22,South,25-34,Female,Bachelor,Tablet,Python,On-site,AI/ML,Udemy,Dissatisfied
R0572,2024-05-22,North,55+,Male,PhD,Desktop,Python,Remote,AI/ML,YouTube,Very Satisfied
R0573,2024-05-23,North,25-34,Female,High School,Mobile,JavaScript,Remote,AI/ML,YouTube,Dissatisfied
R0574,2024-05-23,Central,25-34,Female,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,YouTube,Satisfied
R0575,2024-05-23,Central,35-44,Female,PhD,Mobile,JavaScript,Hybrid,Blockchain,Others,Neutral
R0576,2024-05-23,South,45-54,Male,Master,Tablet,Python,Hybrid,Cloud Computing,Coursera,Satisfied
R0577,2024-05-24,West,55+,Non-binary,High School,Desktop,Java,Remote,AI/ML,YouTube,Dissatisfied
R0578,2024-05-24,West,45-54,Male,Master,Mobile,Python,Hybrid,AI/ML,LinkedIn Learning,Satisfied
R0579,2024-05-24,West,25-34,Female,High School,Mobile,C++,Remote,Data Analytics,Others,Very Satisfied
R0580,2024-05-24,South,35-44,Prefer not to say,PhD,Mobile,Java,Remote,Blockchain,Others,Very Satisfied
R0581,2024-05-25,South,18-24,Male,Master,Mobile,Python,Remote,Blockchain,Udemy,Satisfied
R0582,2024-05-25,North,55+,Female,Bachelor,Mobile,Python,Remote,Cloud Computing,Others,Satisfied
R0583,2024-05-25,Central,25-34,Female,Master,Mobile,Python,Hybrid,AI/ML,Coursera,Satisfied
R0584,2024-05-25,Central,25-34,Female,Bachelor,Desktop,JavaScript,On-site,Cloud Computing,Udemy,Neutral
R0585,2024-05-26,South,18-24,Male,High School,Desktop,Python,Remote,Cybersecurity,Coursera,Satisfied
R0586,2024-05-26,North,55+,Female,Master,Mobile,Java,Remote,AI/ML,YouTube,Neutral
R0587,2024-05-26,East,35-44,Male,Bachelor,Desktop,Python,Hybrid,AI/ML,LinkedIn Learning,Neutral
R0588,2024-05-26,North,25-34,Female,Master,Mobile,Python,On-site,Cybersecurity,Coursera,Satisfied
R0589,2024-05-27,North,35-44,Male,PhD,Mobile,Python,Hybrid,Data Analytics,LinkedIn Learning,Satisfied
R0590,2024-05-27,West,35-44,Female,High School,Mobile,Python,On-site,AI/ML,Others,Satisfied
R0591,2024-05-27,West,35-44,Male,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,YouTube,Very Satisfied
R0592,2024-05-27,South,55+,Female,Bachelor,Mobile,Python,On-site,Cybersecurity,YouTube,Neutral
R0593,2024-05-28,North,55+,Male,Master,Mobile,JavaScript,Hybrid,Cybersecurity,Udemy,Dissatisfied
R0594,2024-05-28,North,25-34,Male,PhD,Mobile,Java,Hybrid,AI/ML,YouTube,Satisfied
R0595,2024-05-28,South,25-34,Male,Master,Tablet,Python,Remote,AI/ML,Udemy,Dissatisfied
R0596,2024-05-28,North,18-24,Female,Master,Mobile,JavaScript,Remote,Cloud Computing,LinkedIn Learning,Neutral
R0597,2024-05-29,South,55+,Male,Master,Mobile,C++,On-site,AI/ML,Others,Dissatisfied
R0598,2024-05-29,West,25-34,Female,Master,Mobile,Others,Remote,AI/ML,Coursera,Neutral
R0599,2024-05-29,West,18-24,Prefer not to say,High School,Mobile,Python,Hybrid,Data Analytics,Udemy,Dissatisfied
R0600,2024-05-29,North,35-44,Male,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,Coursera,Very Satisfied
R0601,2024-05-30,West,18-24,Female,Master,Mobile,Others,Hybrid,AI/ML,Udemy,Satisfied
R0602,2024-05-30,West,45-54,Prefer not to say,Bachelor,Mobile,Java,Remote,Cloud Computing,Udemy,Very Satisfied
R0603,2024-05-30,South,45-54,Female,High School,Mobile,Python,On-site,AI/ML,Udemy,Very Satisfied
R0604,2024-05-30,West,25-34,Female,Bachelor,Desktop,Python,Hybrid,Data Analytics,YouTube,Dissatisfied
R0605,2024-05-31,East,18-24,Male,High School,Desktop,Java,Remote,Cloud Computing,LinkedIn Learning,Dissatisfied
R0606,2024-05-31,East,55+,Female,Bachelor,Desktop,JavaScript,Hybrid,Cloud Computing,LinkedIn Learning,Dissatisfied
R0607,2024-05-31,South,25-34,Female,Bachelor,Mobile,Java,Hybrid,AI/ML,YouTube,Satisfied
R0608,2024-05-31,Central,25-34,Male,Bachelor,Mobile,Python,Remote,Cloud Computing,Udemy,Satisfied
R0609,2024-06-01,East,55+,Male,Bachelor,Mobile,Python,Hybrid,AI/ML,Udemy,Very Satisfied
R0610,2024-06-01,South,45-54,Male,Bachelor,Mobile,Java,Remote,Data Analytics,YouTube,Dissatisfied
R0611,2024-06-01,South,45-54,Male,PhD,Mobile,Python,Hybrid,AI/ML,YouTube,Dissatisfied
R0612,2024-06-01,Central,25-34,Non-binary,Bachelor,Mobile,Java,Hybrid,Blockchain,YouTube,Neutral
R0613,2024-06-02,North,18-24,Male,PhD,Desktop,Java,Hybrid,AI/ML,YouTube,Satisfied
R0614,2024-06-02,South,45-54,Female,High School,Mobile,Python,Hybrid,Data Analytics,Udemy,Neutral
R0615,2024-06-02,East,25-34,Male,Master,Desktop,Python,Hybrid,Cloud Computing,Udemy,Dissatisfied
R0616,2024-06-02,East,35-44,Male,High School,Mobile,Python,Hybrid,Cybersecurity,YouTube,Dissatisfied
R0617,2024-06-03,North,25-34,Male,Bachelor,Mobile,Python,Hybrid,Blockchain,YouTube,Very Satisfied
R0618,2024-06-03,North,35-44,Male,Master,Mobile,JavaScript,Hybrid,AI/ML,YouTube,Satisfied
R0619,2024-06-03,East,25-34,Male,PhD,Mobile,Java,Hybrid,AI/ML,YouTube,Very Satisfied
R0620,2024-06-03,West,35-44,Female,PhD,Desktop,Python,Remote,Data Analytics,YouTube,Very Satisfied
R0621,2024-06-04,West,25-34,Non-binary,Master,Mobile,Others,Remote,AI/ML,Coursera,Very Satisfied
R0622,2024-06-04,East,18-24,Male,Bachelor,Desktop,Java,Remote,Cloud Computing,Coursera,Very Satisfied
R0623,2024-06-04,West,45-54,Male,Bachelor,Mobile,JavaScript,Remote,Blockchain,LinkedIn Learning,Satisfied
R0624,2024-06-04,East,55+,Female,High School,Mobile,C++,Hybrid,Cybersecurity,LinkedIn Learning,Dissatisfied
R0625,2024-06-05,Central,18-24,Female,Master,Desktop,JavaScript,Remote,Cybersecurity,Udemy,Very Satisfied
R0626,2024-06-05,East,18-24,Male,High School,Mobile,JavaScript,Hybrid,Cybersecurity,LinkedIn Learning,Very Satisfied
R0627,2024-06-05,North,45-54,Male,PhD,Desktop,Python,On-site,AI/ML,Coursera,Neutral
R0628,2024-06-05,South,55+,Male,Bachelor,Desktop,JavaScript,Remote,Cloud Computing,LinkedIn Learning,Very Satisfied
R0629,2024-06-06,Central,35-44,Female,Master,Mobile,JavaScript,On-site,Cloud Computing,Others,Satisfied
R0630,2024-06-06,North,25-34,Non-binary,Bachelor,Desktop,C++,Remote,AI/ML,Udemy,Satisfied
R0631,2024-06-06,West,25-34,Female,Master,Mobile,Python,Remote,Cloud Computing,Coursera,Neutral
R0632,2024-06-06,South,35-44,Female,Bachelor,Mobile,Others,Hybrid,Cloud Computing,Udemy,Very Satisfied
R0633,2024-06-07,West,35-44,Female,Bachelor,Mobile,Python,On-site,Cloud Computing,Coursera,Very Satisfied
R0634,2024-06-07,North,45-54,Female,Bachelor,Mobile,Java,Remote,AI/ML,Coursera,Satisfied
R0635,2024-06-07,South,35-44,Female,Master,Mobile,Python,Remote,Blockchain,Udemy,Neutral
R0636,2024-06-07,North,35-44,Male,Bachelor,Tablet,Others,Hybrid,Cloud Computing,Others,Neutral
R0637,2024-06-08,North,25-34,Male,Bachelor,Mobile,JavaScript,Remote,AI/ML,Coursera,Dissatisfied
R0638,2024-06-08,West,25-34,Non-binary,PhD,Mobile,Python,Hybrid,Data Analytics,Others,Dissatisfied
R0639,2024-06-08,West,35-44,Male,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,YouTube,Satisfied
R0640,2024-06-08,North,25-34,Female,Master,Tablet,Python,Hybrid,AI/ML,Coursera,Dissatisfied
R0641,2024-06-09,West,55+,Male,Master,Mobile,C++,Remote,AI/ML,Coursera,Dissatisfied
R0642,2024-06-09,North,25-34,Female,Bachelor,Mobile,Python,Hybrid,Data Analytics,LinkedIn Learning,Satisfied
R0643,2024-06-09,Central,25-34,Male,Bachelor,Mobile,Python,On-site,Cybersecurity,YouTube,Neutral
R0644,2024-06-09,West,55+,Female,Bachelor,Desktop,JavaScript,Hybrid,AI/ML,YouTube,Satisfied
R0645,2024-06-10,South,18-24,Female,High School,Desktop,JavaScript,On-site,Cloud Computing,YouTube,Satisfied
R0646,2024-06-10,Central,55+,Male,Bachelor,Tablet,Python,Hybrid,Cloud Computing,YouTube,Satisfied
R0647,2024-06-10,South,35-44,Non-binary,Bachelor,Desktop,Python,Hybrid,AI/ML,Others,Neutral
R0648,2024-06-10,West,45-54,Female,PhD,Desktop,C++,Hybrid,AI/ML,Coursera,Very Satisfied
R0649,2024-06-11,East,35-44,Female,High School,Mobile,JavaScript,On-site,Cloud Computing,Coursera,Neutral
R0650,2024-06-11,West,25-34,Male,Bachelor,Tablet,Python,Remote,AI/ML,YouTube,Neutral
R0651,2024-06-11,North,18-24,Male,High School,Mobile,Java,Hybrid,Data Analytics,LinkedIn Learning,Neutral
R0652,2024-06-11,North,45-54,Female,Master,Mobile,Python,On-site,Cybersecurity,Others,Very Satisfied
R0653,2024-06-12,South,25-34,Female,High School,Mobile,Others,Remote,Data Analytics,Coursera,Dissatisfied
R0654,2024-06-12,East,55+,Non-binary,High School,Mobile,Python,Hybrid,Data Analytics,Coursera,Neutral
R0655,2024-06-12,North,45-54,Prefer not to say,Bachelor,Mobile,Python,Hybrid,Cloud Computing,YouTube,Satisfied
R0656,2024-06-12,South,35-44,Female,High School,Desktop,Java,Remote,AI/ML,Udemy,Very Dissatisfied
R0657,2024-06-13,South,25-34,Male,Bachelor,Mobile,Python,Hybrid,Cloud Computing,Coursera,Satisfied
R0658,2024-06-13,East,18-24,Male,PhD,Mobile,Java,On-site,AI/ML,Coursera,Satisfied
R0659,2024-06-13,Central,55+,Female,High School,Desktop,Python,Hybrid,AI/ML,YouTube,Neutral
R0660,2024-06-13,East,25-34,Male,Master,Desktop,Python,Remote,AI/ML,Others,Neutral
R0661,2024-06-14,East,35-44,Male,Master,Mobile,Python,Remote,Cloud Computing,Others,Satisfied
R0662,2024-06-14,Central,45-54,Male,High School,Mobile,Java,Remote,Cloud Computing,Coursera,Neutral
R0663,2024-06-14,North,25-34,Female,Bachelor,Desktop,Python,On-site,Cybersecurity,Udemy,Neutral
R0664,2024-06-14,South,18-24,Female,Bachelor,Desktop,Python,On-site,Cloud Computing,YouTube,Satisfied
R0665,2024-06-15,West,45-54,Female,PhD,Mobile,Python,On-site,Data Analytics,Udemy,Dissatisfied
R0666,2024-06-15,North,45-54,Male,High School,Mobile,Python,Remote,AI/ML,YouTube,Satisfied
R0667,2024-06-15,East,25-34,Male,Master,Desktop,Java,Remote,Cybersecurity,YouTube,Very Satisfied
R0668,2024-06-15,South,45-54,Male,High School,Mobile,C++,Hybrid,AI/ML,Udemy,Satisfied
R0669,2024-06-16,West,25-34,Female,Bachelor,Desktop,Python,Remote,Cloud Computing,Udemy,Very Satisfied
R0670,2024-06-16,West,25-34,Female,Master,Desktop,Java,Hybrid,Cloud Computing,LinkedIn Learning,Satisfied
R0671,2024-06-16,East,45-54,Male,Bachelor,Mobile,Java,On-site,Cloud Computing,Udemy,Dissatisfied
R0672,2024-06-16,North,25-34,Female,Master,Desktop,Python,Remote,Cloud Computing,YouTube,Satisfied
R0673,2024-06-17,West,18-24,Female,Bachelor,Desktop,Python,Remote,AI/ML,Others,Neutral
R0674,2024-06-17,East,25-34,Non-binary,Bachelor,Mobile,JavaScript,On-site,AI/ML,YouTube,Dissatisfied
R0675,2024-06-17,North,18-24,Female,Master,Mobile,Others,Hybrid,AI/ML,Others,Satisfied
R0676,2024-06-17,South,35-44,Male,High School,Mobile,JavaScript,On-site,Cloud Computing,Others,Satisfied
R0677,2024-06-18,South,18-24,Male,Bachelor,Desktop,C++,On-site,AI/ML,LinkedIn Learning,Satisfied
R0678,2024-06-18,North,45-54,Female,High School,Mobile,Python,Hybrid,Cloud Computing,Others,Very Satisfied
R0679,2024-06-18,South,35-44,Female,Bachelor,Desktop,C++,On-site,Data Analytics,LinkedIn Learning,Satisfied
R0680,2024-06-18,Central,25-34,Male,Bachelor,Mobile,Python,On-site,AI/ML,YouTube,Satisfied
R0681,2024-06-19,North,18-24,Male,Bachelor,Mobile,Java,Hybrid,Cloud Computing,Coursera,Satisfied
R0682,2024-06-19,West,18-24,Male,Master,Mobile,Python,Remote,Data Analytics,LinkedIn Learning,Neutral
R0683,2024-06-19,East,35-44,Prefer not to say,PhD,Mobile,Java,Remote,AI/ML,Udemy,Satisfied
R0684,2024-06-19,Central,18-24,Female,PhD,Tablet,Python,Remote,Cybersecurity,YouTube,Very Dissatisfied
R0685,2024-06-20,Central,18-24,Male,High School,Tablet,Python,Hybrid,Cloud Computing,Udemy,Very Satisfied
R0686,2024-06-20,South,55+,Female,Master,Mobile,Python,Hybrid,AI/ML,Others,Neutral
R0687,2024-06-20,North,55+,Non-binary,High School,Mobile,Python,Hybrid,AI/ML,Udemy,Very Dissatisfied
R0688,2024-06-20,East,18-24,Female,Bachelor,Desktop,Python,Remote,AI/ML,LinkedIn Learning,Satisfied
R0689,2024-06-21,West,25-34,Male,Bachelor,Tablet,Others,Remote,Cloud Computing,YouTube,Satisfied
R0690,2024-06-21,East,55+,Non-binary,Bachelor,Mobile,C++,On-site,AI/ML,Coursera,Satisfied
R0691,2024-06-21,South,18-24,Male,Master,Mobile,Python,Remote,Data Analytics,LinkedIn Learning,Satisfied
R0692,2024-06-21,South,55+,Male,Bachelor,Mobile,Python,Remote,Data Analytics,Udemy,Satisfied
R0693,2024-06-22,Central,18-24,Male,Bachelor,Desktop,Python,Hybrid,Cybersecurity,Udemy,Neutral
R0694,2024-06-22,South,18-24,Male,High School,Tablet,JavaScript,Remote,Cybersecurity,Coursera,Satisfied
R0695,2024-06-22,West,45-54,Female,High School,Desktop,Java,Remote,AI/ML,LinkedIn Learning,Very Satisfied
R0696,2024-06-22,West,25-34,Male,High School,Desktop,Python,Hybrid,Cybersecurity,Udemy,Very Dissatisfied
R0697,2024-06-23,East,25-34,Non-binary,Master,Mobile,Python,On-site,Cloud Computing,Udemy,Satisfied
R0698,2024-06-23,North,35-44,Male,Bachelor,Mobile,Python,Hybrid,Data Analytics,LinkedIn Learning,Very Satisfied
R0699,2024-06-23,North,35-44,Non-binary,Master,Desktop,Python,Hybrid,Cloud Computing,YouTube,Very Satisfied
R0700,2024-06-23,Central,25-34,Male,High School,Tablet,JavaScript,Hybrid,Data Analytics,Coursera,Neutral
R0701,2024-06-24,North,18-24,Female,Master,Mobile,Python,Hybrid,AI/ML,YouTube,Very Satisfied
R0702,2024-06-24,South,45-54,Male,High School,Mobile,C++,Remote,AI/ML,Coursera,Neutral
R0703,2024-06-24,East,45-54,Non-binary,Master,Desktop,JavaScript,Remote,Blockchain,Coursera,Very Satisfied
R0704,2024-06-24,West,25-34,Female,Bachelor,Mobile,Java,Remote,Cloud Computing,Coursera,Neutral
R0705,2024-06-25,West,25-34,Female,High School,Tablet,Python,Hybrid,AI/ML,YouTube,Satisfied
R0706,2024-06-25,Central,35-44,Non-binary,Bachelor,Mobile,Python,On-site,AI/ML,LinkedIn Learning,Dissatisfied
R0707,2024-06-25,Central,35-44,Female,Master,Mobile,JavaScript,Remote,Cloud Computing,YouTube,Very Satisfied
R0708,2024-06-25,South,25-34,Female,High School,Mobile,Python,Hybrid,Cybersecurity,Udemy,Neutral
R0709,2024-06-26,South,45-54,Male,Bachelor,Desktop,Python,Hybrid,Cybersecurity,Coursera,Very Satisfied
R0710,2024-06-26,North,55+,Female,High School,Mobile,JavaScript,On-site,AI/ML,YouTube,Dissatisfied
R0711,2024-06-26,North,25-34,Non-binary,Master,Mobile,Python,Remote,AI/ML,LinkedIn Learning,Satisfied
R0712,2024-06-26,West,55+,Male,High School,Mobile,C++,On-site,AI/ML,Udemy,Neutral
R0713,2024-06-27,Central,18-24,Female,Master,Mobile,JavaScript,Remote,AI/ML,Coursera,Dissatisfied
R0714,2024-06-27,South,25-34,Female,High School,Mobile,Java,On-site,Cybersecurity,Udemy,Very Satisfied
R0715,2024-06-27,Central,18-24,Female,Bachelor,Tablet,Java,Hybrid,AI/ML,Coursera,Neutral
R0716,2024-06-27,West,18-24,Prefer not to say,PhD,Mobile,Java,Hybrid,Cloud Computing,Coursera,Neutral
R0717,2024-06-28,West,25-34,Female,Master,Desktop,Python,On-site,Cloud Computing,YouTube,Satisfied
R0718,2024-06-28,East,55+,Male,Master,Mobile,Python,On-site,Cybersecurity,YouTube,Satisfied
R0719,2024-06-28,South,25-34,Female,Master,Mobile,C++,Hybrid,Cloud Computing,Coursera,Neutral
R0720,2024-06-28,East,35-44,Female,High School,Desktop,JavaScript,Remote,Cybersecurity,Others,Dissatisfied
R0721,2024-06-29,South,18-24,Female,High School,Tablet,Python,Remote,Cloud Computing,Coursera,Neutral
R0722,2024-06-29,East,18-24,Male,Bachelor,Mobile,JavaScript,Hybrid,Cybersecurity,Others,Dissatisfied
R0723,2024-06-29,Central,25-34,Male,Bachelor,Desktop,Others,On-site,AI/ML,Others,Satisfied
R0724,2024-06-29,North,25-34,Male,Bachelor,Mobile,Python,Hybrid,Data Analytics,Udemy,Satisfied
R0725,2024-06-30,West,55+,Male,Bachelor,Mobile,Python,Hybrid,Data Analytics,YouTube,Neutral
